operadora;localidade;UF;data;TOTAL_DE_CHAMADAS;PERDAS_OI_ABS;PERDAS_OI
OI Fixa;LEANDRO FERREIRA;MG;2015-06-22;4;4;100
BrT Fixa;MARIALVA;PR;2015-06-22;4;1;25
GVT;ITARANA;ES;2015-06-22;4;0;0
BrT Fixa;TRES PALMEIRAS;RS;2015-06-22;4;1;25
Telefônica;CASSILANDIA;MS;2015-06-22;4;0;0
OI Fixa;ITATIRA;CE;2015-06-22;4;0;0
BrT Fixa;CONQUISTA D OESTE;MT;2015-06-22;4;1;25
OI Fixa;PALMA;MG;2015-06-22;4;0;0
OI Fixa;IELMO MARINHO;RN;2015-06-22;4;0;0
BrT Fixa;PEABIRU;PR;2015-06-22;4;0;0
OI Fixa;MIRANGABA;BA;2015-06-22;4;0;0
OI Fixa;UMIRIM;CE;2015-06-22;4;0;0
OI Fixa;JAPOMIRIM;BA;2015-06-22;4;0;0
OI Fixa;SANTA FE DE MINAS;MG;2015-06-22;4;0;0
Telefônica;PLATINA;SP;2015-06-22;4;1;25
BrT Fixa;LAGOA DO BAUZINHO;GO;2015-06-22;4;0;0
OI Fixa;LAPAO;BA;2015-06-22;4;0;0
OI Fixa;MATIAS OLIMPIO;PI;2015-06-22;4;0;0
OI Fixa;DIVINO DE SAO LOURENCO;ES;2015-06-22;4;0;0
OI Fixa;ANAPURUS;MA;2015-06-22;4;0;0
OI Fixa;SAO GERALDO DO BAIXIO;MG;2015-06-22;4;0;0
Embratel;MOSSORO;RN;2015-06-22;4;0;0
OI Fixa;ELDORADO DOS CARAJAS;PA;2015-06-22;4;0;0
BrT Fixa;ASSIS CHATEAUBRIAND;PR;2015-06-22;4;0;0
BrT Fixa;PIRAPO;RS;2015-06-22;4;0;0
OI Fixa;PALMEIRA DO PIAUI;PI;2015-06-22;4;0;0
OI Fixa;FRANCISCO DANTAS;RN;2015-06-22;4;1;25
OI Fixa;SANTO HIPOLITO;MG;2015-06-22;4;0;0
Embratel;CAUCAIA;CE;2015-06-22;4;0;0
Embratel;LAGOA SANTA;MG;2015-06-22;4;0;0
OI Fixa;VERDEJANTE;PE;2015-06-22;4;0;0
OI Fixa;LUIZ EDUARDO MAGALHAES;BA;2015-06-22;4;0;0
OI Fixa;PIAO;RJ;2015-06-22;4;0;0
BrT Fixa;SANTA CRUZ;RS;2015-06-22;4;1;25
OI Fixa;FIDELANDIA;MG;2015-06-22;4;2;50
OI Fixa;BARREIRA;CE;2015-06-22;4;0;0
OI Fixa;MANAQUIRI;AM;2015-06-22;4;0;0
Algar Telecom;SANTA CRUZ DA ESPERANCA;SP;2015-06-22;4;0;0
BrT Fixa;MARIANOPOLIS DO TOCANTINS;TO;2015-06-22;4;1;25
OI Fixa;COLONIA LEOPOLDINA;AL;2015-06-22;4;0;0
BrT Fixa;NOVA CANTU;PR;2015-06-22;4;0;0
Nao Encontrado;COTIA;SP;2015-06-22;4;0;0
GVT;RIBEIRAO DAS NEVES;MG;2015-06-22;4;0;0
OI Fixa;HELIOPOLIS;BA;2015-06-22;4;3;75
Embratel;SANTA CRUZ;RJ;2015-06-22;4;0;0
Telefônica;SANTA ROSA DO VITERBO;SP;2015-06-22;4;0;0
OI Fixa;JIQUIRICA;BA;2015-06-22;4;0;0
OI Fixa;CAPELA NOVA;MG;2015-06-22;4;0;0
OI Fixa;NOVA MODICA;MG;2015-06-22;4;0;0
BrT Fixa;NOVA NAZARE;MT;2015-06-22;4;1;25
OI Fixa;ANTONIO GONCALVES;BA;2015-06-22;4;0;0
Embratel;PIUMA;ES;2015-06-22;4;0;0
BrT Fixa;SAO JOSE DO HORTENCIO;RS;2015-06-22;4;0;0
OI Fixa;SAO VICENTE;MG;2015-06-22;4;1;25
BrT Fixa;ALBUQUERQUE;MS;2015-06-22;4;1;25
OI Fixa;CANTAGALO;MG;2015-06-22;4;0;0
OI Fixa;BARAO DE MONTE ALTO;MG;2015-06-22;4;0;0
OI Fixa;PAULA LIMA;MG;2015-06-22;4;0;0
OI Fixa;BUENOS AIRES;PE;2015-06-22;4;0;0
Embratel;MARABA;PA;2015-06-22;4;0;0
Embratel;APARECIDA DE GOIANIA;GO;2015-06-22;4;0;0
BrT Fixa;CAPITAO;RS;2015-06-22;4;0;0
Telefônica;MONCOES;SP;2015-06-22;4;0;0
BrT Fixa;JAGUARUNA;SC;2015-06-22;4;0;0
BrT Fixa;PIRAQUE;TO;2015-06-22;4;0;0
OI Fixa;IBIRACATU;MG;2015-06-22;4;0;0
Embratel;SANTAREM;PA;2015-06-22;4;0;0
GVT;ANDARAI;BA;2015-06-22;4;0;0
BrT Fixa;PONTE BRANCA;MT;2015-06-22;4;0;0
OI Fixa;PARAPEUNA;RJ;2015-06-22;4;0;0
Telefônica;ADOLFO;SP;2015-06-22;4;0;0
BrT Fixa;NOVA AURORA;GO;2015-06-22;4;0;0
OI Fixa;ALAGOA GRANDE;PB;2015-06-22;4;0;0
OI Fixa;JARDIM DO SERIDO;RN;2015-06-22;4;0;0
OI Fixa;TUPARETAMA;PE;2015-06-22;4;0;0
OI Fixa;BRASILIA;DF;2015-06-22;4;0;0
Telefônica;SAO JOAO BOA VISTA;SP;2015-06-22;4;0;0
BrT Fixa;TROMBAS;GO;2015-06-22;4;0;0
BrT Fixa;GUARANI DE GOIAS;GO;2015-06-22;4;0;0
OI Fixa;PENHA;SC;2015-06-22;4;0;0
GVT;CASTRO;PR;2015-06-22;4;4;100
BrT Fixa;NOVA ROMA DO SUL;RS;2015-06-22;4;0;0
Telefônica;TARABAI;SP;2015-06-22;4;0;0
OI Fixa;BATE PE;BA;2015-06-22;4;0;0
OI Fixa;BRAUNAS;MG;2015-06-22;4;0;0
BrT Fixa;GRACIOSA;PR;2015-06-22;4;4;100
OI Fixa;JENIPAPO DE MINAS;MG;2015-06-22;4;0;0
OI Fixa;SAO CAITANO;PE;2015-06-22;4;0;0
OI Fixa;BANDEIRA;MG;2015-06-22;4;0;0
OI Fixa;ENGENHEIRO PEDREIRA;RJ;2015-06-22;4;0;0
OI Fixa;CAEM;BA;2015-06-22;4;0;0
OI Fixa;VITORIA DO XINGU;PA;2015-06-22;4;0;0
OI Fixa;LAMIM;MG;2015-06-22;4;0;0
Nao Encontrado;SAO PAULO;SP;2015-06-22;4;0;0
OI Fixa;ABAIARA;CE;2015-06-22;4;0;0
Telefônica;SAO JOSE RIO PARDO;SP;2015-06-22;4;0;0
Embratel;GRAMADO;RS;2015-06-22;4;0;0
BrT Fixa;ITAPIRAPUA;GO;2015-06-22;4;0;0
Embratel;ARAPIRACA;AL;2015-06-22;4;0;0
OI Fixa;BOCAINA DE MINAS;MG;2015-06-22;4;1;25
OI Fixa;CAPINZAL DO NORTE;MA;2015-06-22;4;0;0
TPA;RIO DOS CEDROS;SC;2015-06-22;4;0;0
Telefônica;SANTO EXPEDITO;SP;2015-06-22;4;0;0
BrT Fixa;PORTO RICO;PR;2015-06-22;4;0;0
OI Fixa;INAJA;PE;2015-06-22;4;0;0
BrT Fixa;FAGUNDES VARELA;RS;2015-06-22;4;0;0
OI Fixa;JUAREZ TAVORA;PB;2015-06-22;4;0;0
OI Fixa;QUIXELO;CE;2015-06-22;4;0;0
OI Fixa;SENHORA DO CARMO;MG;2015-06-22;4;0;0
OI Fixa;CARNAUBA DOS DANTAS;RN;2015-06-22;4;0;0
Embratel;VARZEA PAULISTA;SP;2015-06-22;4;0;0
BrT Fixa;CONCEICAO DO TOCANTINS;TO;2015-06-22;4;0;0
OI Fixa;SENADOR MODESTINO GONCALVES;MG;2015-06-22;4;1;25
BrT Fixa;ITAPUA;RS;2015-06-22;4;0;0
OI Fixa;PONTE DOS CARVALHOS;PE;2015-06-22;4;0;0
OI Fixa;SAO JOAO DO PARAISO;MA;2015-06-22;4;1;25
GVT;S BERNARDO DO CAMPO;SP;2015-06-22;4;1;25
BrT Fixa;CAMBARA DO SUL;RS;2015-06-22;4;0;0
OI Fixa;SANTO ANTONIO JESUS;BA;2015-06-22;4;0;0
BrT Fixa;COLONIA CASTROLANDA;PR;2015-06-22;4;0;0
BrT Fixa;CORONEL DOMINGOS SOARES;PR;2015-06-22;4;0;0
OI Fixa;JOAO DIAS;RN;2015-06-22;4;1;25
OI Fixa;SAO JOSE DO RIBEIRAO;RJ;2015-06-22;4;1;25
OI Fixa;BERTOPOLIS;MG;2015-06-22;4;0;0
BrT Fixa;CIDADE GAUCHA;PR;2015-06-22;4;1;25
BrT Fixa;SAO JOAO DO SUL;SC;2015-06-22;4;0;0
OI Fixa;PARANATAMA;PE;2015-06-22;4;0;0
OI Fixa;PORTELA;RJ;2015-06-22;4;0;0
Telefônica;ALFREDO MARCONDES;SP;2015-06-22;4;0;0
OI Fixa;TRACUATEUA;PA;2015-06-22;4;0;0
Netserv;ITU;SP;2015-06-22;4;0;0
OI Fixa;MARAVILHA;AL;2015-06-22;4;0;0
OI Fixa;FORTUNA DE MINAS;MG;2015-06-22;4;1;25
BrT Fixa;BODOQUENA;MS;2015-06-22;4;0;0
OI Fixa;PACOTI;CE;2015-06-22;4;0;0
Embratel;JI PARANA;RO;2015-06-22;4;0;0
OI Fixa;SANTANA DO GARAMBEU;MG;2015-06-22;4;0;0
BrT Fixa;BARAO DO TRIUNFO;RS;2015-06-22;4;0;0
Algar Telecom;PERDIGAO;MG;2015-06-22;4;0;0
OI Fixa;PRUDENTE DE MORAIS;MG;2015-06-22;4;0;0
BrT Fixa;NOVO ALEGRE;TO;2015-06-22;4;0;0
OI Fixa;SANTA RITA;MA;2015-06-22;4;0;0
Via Real;OURO BRANCO;MG;2015-06-22;4;2;50
OI Fixa;PADRE CARVALHO;MG;2015-06-22;4;0;0
BrT Fixa;CIRILANDIA;GO;2015-06-22;4;0;0
BrT Fixa;JUARINA;TO;2015-06-22;4;3;75
OI Fixa;PRAIA GRANDE;ES;2015-06-22;4;0;0
OI Fixa;LAGOA REAL;BA;2015-06-22;4;0;0
OI Fixa;IGARAPE GRANDE;MA;2015-06-22;4;0;0
BrT Fixa;FORTALEZA DOS VALOS;RS;2015-06-22;4;0;0
OI Fixa;BENEDITINOS;PI;2015-06-22;4;0;0
OI Fixa;SAO FRANCISCO DO PIAUI;PI;2015-06-22;4;0;0
Embratel;DOURADOS;MS;2015-06-22;4;1;25
OI Fixa;COREMAS;PB;2015-06-22;4;2;50
Telefônica;MARTINHO PRADO JUNIOR;SP;2015-06-22;4;0;0
Embratel;PARNAMIRIM;RN;2015-06-22;4;0;0
BrT Fixa;MONDAI;SC;2015-06-22;4;4;100
OI Fixa;CAICARA;PB;2015-06-22;4;3;75
OI Fixa;JUREMA;PE;2015-06-22;4;0;0
OI Fixa;ORATORIOS;MG;2015-06-22;4;0;0
OI Fixa;PEDRINHAS;SE;2015-06-22;4;0;0
OI Fixa;CARAGUATATUBA;SP;2015-06-22;4;0;0
Algar Telecom;LIMEIRA;SP;2015-06-22;4;0;0
OI Fixa;TENENTE ANANIAS;RN;2015-06-22;4;0;0
BrT Fixa;CASTANHEIRAS;RO;2015-06-22;4;0;0
OI Fixa;CEDRAL;MA;2015-06-22;4;0;0
Telefônica;S JOSE R PRETO;SP;2015-06-22;4;0;0
Embratel;TRAMANDAI;RS;2015-06-22;4;0;0
BrT Fixa;MONTES CLAROS DE GOIAS;GO;2015-06-22;4;0;0
OI Fixa;GLAURA;MG;2015-06-22;4;0;0
Embratel;PAULO AFONSO;BA;2015-06-22;4;0;0
OI Fixa;LIMA CAMPOS;MA;2015-06-22;4;0;0
OI Fixa;MONNERAT;RJ;2015-06-22;4;0;0
OI Fixa;AGUA AZUL DO NORTE;PA;2015-06-22;4;0;0
OI Fixa;CAPELA;AL;2015-06-22;4;0;0
OI Fixa;MACUCO DE MINAS;MG;2015-06-22;4;0;0
BrT Fixa;BRASILANDIA DO TOCANTINS;TO;2015-06-22;4;0;0
BrT Fixa;MIRIM DOCE;SC;2015-06-22;4;0;0
BrT Fixa;ITAMARATI NORTE;MT;2015-06-22;4;0;0
BrT Fixa;CRUZEIRO DO SUL;RS;2015-06-22;4;0;0
OI Fixa;AGUA BRANCA;PB;2015-06-22;4;0;0
OI Fixa;GRACA;CE;2015-06-22;4;0;0
OI Fixa;CARNAUBAIS;RN;2015-06-22;4;0;0
BrT Fixa;TAVARES;RS;2015-06-22;4;0;0
OI Fixa;PRESIDENTE BERNARDES;MG;2015-06-22;4;1;25
BrT Fixa;ESMERALDA;RS;2015-06-22;3;0;0
Embratel;PIRAQUARA;PR;2015-06-22;3;0;0
GVT;RIO JANEIRO;RJ;2015-06-22;3;0;0
OI Fixa;MURICI;AL;2015-06-22;3;0;0
BrT Fixa;FRAIBURGO;SC;2015-06-22;3;0;0
OI Fixa;UNIAO;PI;2015-06-22;3;2;66,67
OI Fixa;PINHEIRO GROSSO;MG;2015-06-22;3;0;0
OI Fixa;JUCURUTU;RN;2015-06-22;3;0;0
GVT;GUARAMIRIM;SC;2015-06-22;3;0;0
Embratel;PARACATU;MG;2015-06-22;3;1;33,33
OI Fixa;AMERICA DOURADA;BA;2015-06-22;3;0;0
OI Fixa;MILAGRES;CE;2015-06-22;3;0;0
OI Fixa;MATARACA;PB;2015-06-22;3;0;0
OI Fixa;SAO DOMINGOS;SE;2015-06-22;3;0;0
OI Fixa;SANTO ANTONIO DO LEITE;MG;2015-06-22;3;0;0
Nao Encontrado;RONDONOPOLIS;MT;2015-06-22;3;1;33,33
Telefônica;JURUPEMA;SP;2015-06-22;3;0;0
OI Fixa;MERCES DE AGUA LIMPA;MG;2015-06-22;3;0;0
OI Fixa;SAO JOAO DO SABUGI;RN;2015-06-22;3;0;0
OI Fixa;AREIA;PB;2015-06-22;3;0;0
Embratel;SANTO ANTONIO DE JESUS;BA;2015-06-22;3;0;0
OI Fixa;IPUCA;RJ;2015-06-22;3;0;0
OI Fixa;JABOATAO DOS GU;PE;2015-06-22;3;0;0
OI Fixa;SAO PEDRO;RN;2015-06-22;3;0;0
BrT Fixa;PONTE SERRADA;SC;2015-06-22;3;3;100
OI Fixa;AVEIRO;PA;2015-06-22;3;3;100
BrT Fixa;TUPANDI;RS;2015-06-22;3;0;0
OI Fixa;VALAO DO BARRO;RJ;2015-06-22;3;0;0
BrT Fixa;CANTAGALO;PR;2015-06-22;3;0;0
BrT Fixa;SAO CARLOS DO IVAI;PR;2015-06-22;3;0;0
Telefônica;SAO SIMAO;GO;2015-06-22;3;0;0
OI Fixa;MATIAS CARDOSO;MG;2015-06-22;3;0;0
Embratel;ITAMARAJU;BA;2015-06-22;3;0;0
Telefônica;SAO FRANCISCO;SP;2015-06-22;3;0;0
Telefônica;CANDIA;SP;2015-06-22;3;0;0
BrT Fixa;DIONISIO CERQUEIRA;SC;2015-06-22;3;3;100
OI Fixa;SAO JOAO;PE;2015-06-22;3;0;0
GVT;GARUVA;SC;2015-06-22;3;0;0
BrT Fixa;SANTA ROSA DE GOIAS;GO;2015-06-22;3;0;0
OI Fixa;TEIXEIRA;PB;2015-06-22;3;0;0
GVT;SANTA LUZIA;MG;2015-06-22;3;0;0
BrT Fixa;VARGEAO;SC;2015-06-22;3;1;33,33
BrT Fixa;CABECEIRAS;GO;2015-06-22;3;0;0
BrT Fixa;IBARAMA;RS;2015-06-22;3;0;0
OI Fixa;SANTA LUZIA;MA;2015-06-22;3;0;0
OI Fixa;ERERE;CE;2015-06-22;3;0;0
Embratel;IJUI;RS;2015-06-22;3;0;0
OI Fixa;SERRARIA;PB;2015-06-22;3;0;0
BrT Fixa;LAGOA DOS TRES CANTOS;RS;2015-06-22;3;0;0
BrT Fixa;UIRAPURU;GO;2015-06-22;3;0;0
BrT Fixa;MAMBORE;PR;2015-06-22;3;0;0
OI Fixa;CATU DE ABRANTES;BA;2015-06-22;3;0;0
Telefônica;GARDENIA;SP;2015-06-22;3;0;0
Embratel;XANGRI-LA;RS;2015-06-22;3;0;0
BrT Fixa;HERVAL;RS;2015-06-22;3;0;0
BrT Fixa;SANTA TEREZINHA;SC;2015-06-22;3;0;0
Telefônica;SANTO AMARO;SP;2015-06-22;3;0;0
Embratel;TATUI;SP;2015-06-22;3;0;0
VIPWAY;ITAPECERICA DA SERRA;SP;2015-06-22;3;0;0
OI Fixa;COQUEIRO SECO;AL;2015-06-22;3;0;0
OI Fixa;GUARACIAMA;MG;2015-06-22;3;0;0
BrT Fixa;JAGUAPITA;PR;2015-06-22;3;0;0
OI Fixa;FLORESTA AZUL;BA;2015-06-22;3;0;0
OI Fixa;NAZARE DA MATA;PE;2015-06-22;3;0;0
OI Fixa;GROSSOS;RN;2015-06-22;3;0;0
Nao Encontrado;GUAJARA-MIRIM;RO;2015-06-22;3;0;0
BrT Fixa;MAQUINE;RS;2015-06-22;3;0;0
Telefônica;CORONEL MACEDO;SP;2015-06-22;3;1;33,33
BrT Fixa;BOM SUCESSO DO SUL;PR;2015-06-22;3;0;0
OI Fixa;RIO FORMOSO;PE;2015-06-22;3;0;0
OI Fixa;BATALHA;PI;2015-06-22;3;0;0
BrT Fixa;SAO SEBASTIAO DO TOCANTINS;TO;2015-06-22;3;0;0
Embratel;SANTO AGOSTINHO;PE;2015-06-22;3;0;0
BrT Fixa;PALMITOPOLIS;PR;2015-06-22;3;0;0
BrT Fixa;ROQUE GONZALES;RS;2015-06-22;3;0;0
OI Fixa;ARACAGI;PB;2015-06-22;3;1;33,33
OI Fixa;GUARDA DOS FERREIROS;MG;2015-06-22;3;0;0
OI Fixa;SANTA FILOMENA;PE;2015-06-22;3;0;0
Telefônica;SANTA MERCEDES;SP;2015-06-22;3;0;0
GVT;TIJUCAS;SC;2015-06-22;3;0;0
GVT;VITORIA DE SANTO ANTAO;PE;2015-06-22;3;3;100
OI Fixa;SALOA;PE;2015-06-22;3;0;0
Embratel;PIRENOPOLIS;GO;2015-06-22;3;0;0
Embratel;SAO MIGUEL;SP;2015-06-22;3;0;0
Algar Telecom;SAO JOSE DOS PINHAIS;PR;2015-06-22;3;0;0
OI Fixa;MARACANA;PA;2015-06-22;3;0;0
OI Fixa;GENERAL SAMPAIO;CE;2015-06-22;3;0;0
OI Fixa;UPANEMA;RN;2015-06-22;3;0;0
OI Fixa;CAJARI;MA;2015-06-22;3;0;0
OI Fixa;BANANAL;SP;2015-06-22;3;1;33,33
BrT Fixa;MONTAURI;RS;2015-06-22;3;0;0
OI Fixa;RIO TINTO;PB;2015-06-22;3;1;33,33
OI Fixa;CURITIBA;PR;2015-06-22;3;0;0
OI Fixa;JOSE GONCALVES;BA;2015-06-22;3;0;0
BrT Fixa;DIAMANTE DO NORTE;PR;2015-06-22;3;0;0
OI Fixa;BIRITINGA;BA;2015-06-22;3;0;0
OI Fixa;CARIRA;SE;2015-06-22;3;0;0
Nao Encontrado;MONTE MOR;SP;2015-06-22;3;0;0
Algar Telecom;SAO JOAQUIM BARRA;SP;2015-06-22;3;0;0
BrT Fixa;NOVA BRASILANDIA;RO;2015-06-22;3;0;0
Embratel;GUARAPARI;ES;2015-06-22;3;0;0
OI Fixa;CORREGO FUNDO;MG;2015-06-22;3;0;0
BrT Fixa;SENTINELA DO SUL;RS;2015-06-22;3;0;0
OI Fixa;SAO MAMEDE;PB;2015-06-22;3;0;0
OI Fixa;TUPANATINGA;PE;2015-06-22;3;0;0
BrT Fixa;ALTO FELIZ;RS;2015-06-22;3;0;0
BrT Fixa;CAPIVARI DE BAIXO;SC;2015-06-22;3;0;0
Embratel;ARACRUZ;ES;2015-06-22;3;0;0
BrT Fixa;BARRA DO QUARAI;RS;2015-06-22;3;0;0
OI Fixa;CAJUEIRO DA PRAIA;PI;2015-06-22;3;0;0
BrT Fixa;CRUZ MACHADO;PR;2015-06-22;3;0;0
OI Fixa;NOVA PORTEIRINHA;MG;2015-06-22;3;0;0
OI Fixa;BREJO DOS SANTOS;PB;2015-06-22;3;0;0
OI Fixa;CRISTALIA;MG;2015-06-22;3;0;0
Embratel;CANDANGOLANDIA;DF;2015-06-22;3;0;0
OI Fixa;LUISBURGO;MG;2015-06-22;3;0;0
OI Fixa;ESPIRITO SANTO DO DOURADO;MG;2015-06-22;3;0;0
BrT Fixa;JAQUIRANA;RS;2015-06-22;3;0;0
BrT Fixa;PORTO ALEGRE DO TOCANTINS;TO;2015-06-22;3;0;0
OI Fixa;BARRA DO ITAPEMIRIM;ES;2015-06-22;3;0;0
OI Fixa;PATIS;MG;2015-06-22;3;0;0
OI Fixa;SANTA HELENA DE MINAS;MG;2015-06-22;3;0;0
OI Fixa;CATURAMA;BA;2015-06-22;3;0;0
OI Fixa;SAO GONCALO DO GURGUEIA;PI;2015-06-22;3;0;0
Telefônica;SALVADOR;BA;2015-06-22;3;0;0
OI Fixa;CHAVAL;CE;2015-06-22;3;0;0
OI Fixa;MUANA;PA;2015-06-22;3;0;0
BrT Fixa;CARACOL;MS;2015-06-22;3;0;0
BrT Fixa;BALNEARIO DE CAMBORIU;SC;2015-06-22;3;0;0
OI Fixa;CASTELO DO PIAUI;PI;2015-06-22;3;0;0
OI Fixa;AGRICOLANDIA;PI;2015-06-22;3;0;0
BrT Fixa;ITUMBIARA;GO;2015-06-22;3;0;0
Embratel;UNAI;MG;2015-06-22;3;0;0
OI Fixa;SOLONOPOLE;CE;2015-06-22;3;0;0
BrT Fixa;SAO MIGUEL D OESTE;SC;2015-06-22;3;0;0
OI Fixa;CARNAIBA;PE;2015-06-22;3;0;0
BrT Fixa;AGUAS CLARAS;DF;2015-06-22;3;0;0
OI Fixa;CAIANA;MG;2015-06-22;3;0;0
BrT Fixa;FORQUILHINHA;SC;2015-06-22;3;0;0
OI Fixa;JOSE GONCALVES DE MINAS;MG;2015-06-22;3;0;0
OI Fixa;PICUI;PB;2015-06-22;3;0;0
Telefônica;ASSAI;PR;2015-06-22;3;0;0
OI Fixa;ANADIA;AL;2015-06-22;3;0;0
OI Fixa;CORREGO DO OURO;RJ;2015-06-22;3;0;0
BrT Fixa;PIRATINI;RS;2015-06-22;3;0;0
OI Fixa;ITAICABA;CE;2015-06-22;3;0;0
Telefônica;SANTA SALETE;SP;2015-06-22;3;0;0
BrT Fixa;SAO DOMINGOS;SC;2015-06-22;3;0;0
OI Fixa;ALMADINA;BA;2015-06-22;3;0;0
OI Fixa;OURO VELHO;PB;2015-06-22;3;0;0
Vivo Fixo;MACEIO;AL;2015-06-22;3;0;0
GVT;ANTONIO CARLOS;SC;2015-06-22;3;0;0
BrT Fixa;MUCUM;RS;2015-06-22;3;0;0
BrT Fixa;TOCANTINIA;TO;2015-06-22;3;0;0
OI Fixa;MANAIRA;PB;2015-06-22;3;0;0
Embratel;OURINHOS;SP;2015-06-22;3;0;0
Embratel;SUZANO;SP;2015-06-22;3;0;0
Embratel;CAMPOS DOS GOITACAZES;RJ;2015-06-22;3;0;0
OI Fixa;GRUPIARA;MG;2015-06-22;3;0;0
BrT Fixa;GUARACI;PR;2015-06-22;3;1;33,33
Engevox;CONTAGEM;MG;2015-06-22;3;0;0
OI Fixa;QUIJINGUE;BA;2015-06-22;3;0;0
OI Fixa;SAO SEBASTIAO DA VALA;MG;2015-06-22;3;0;0
OI Fixa;CORONEL EZEQUIEL;RN;2015-06-22;3;0;0
OI Fixa;BACABEIRA;MA;2015-06-22;3;0;0
OI Fixa;JATAUBA;PE;2015-06-22;3;0;0
OI Fixa;PAULINO NEVES;MA;2015-06-22;3;0;0
Algar Telecom;MAJOR PORTO;MG;2015-06-22;3;0;0
BrT Fixa;CORONEL SAPUCAIA;MS;2015-06-22;3;0;0
OI Fixa;MURUCUPI;PA;2015-06-22;3;0;0
BrT Fixa;APARECIDA DO RIO DOCE;GO;2015-06-22;3;0;0
OI Fixa;NOVO REMANSO;AM;2015-06-22;3;3;100
Telefônica;PRESIDENTE ALVES;SP;2015-06-22;3;0;0
OI Fixa;PAO DE ACUCAR;AL;2015-06-22;3;0;0
OI Fixa;ALHANDRA;PB;2015-06-22;3;0;0
OI Fixa;IBIRAPUA;BA;2015-06-22;3;0;0
BrT Fixa;HARMONIA;RS;2015-06-22;3;0;0
OI Fixa;URBANO SANTOS;MA;2015-06-22;3;0;0
GVT;BARIRI;SP;2015-06-22;3;0;0
OI Fixa;CAPETINGA;MG;2015-06-22;3;0;0
OI Fixa;RIO OSTRAS;RJ;2015-06-22;3;0;0
OI Fixa;ALCANTIL;PB;2015-06-22;3;0;0
BrT Fixa;PIRES BELO;GO;2015-06-22;3;0;0
OI Fixa;IBATEGUARA;AL;2015-06-22;3;0;0
BrT Fixa;CORONEL FREITAS;SC;2015-06-22;3;0;0
OI Fixa;SAO SEBASTIAO DO UATUMA;AM;2015-06-22;3;0;0
OI Fixa;JOAQUIM PIRES;PI;2015-06-22;3;0;0
GVT;ILHOTA;SC;2015-06-22;3;0;0
BrT Fixa;FARIA LEMOS;RS;2015-06-22;3;0;0
GVT;MUNDO NOVO;MS;2015-06-22;3;0;0
Embratel;SAO JERONIMO;RS;2015-06-22;3;0;0
Telefônica;TUPI;SP;2015-06-22;3;1;33,33
GVT;ITAPOA;SC;2015-06-22;3;0;0
Sercomtel Fixa;MAUA DA SERRA;PR;2015-06-22;3;0;0
OI Fixa;CAMPO LIDE;MG;2015-06-22;3;0;0
BrT Fixa;PORTO XAVIER;RS;2015-06-22;3;0;0
BrT Fixa;CHAPADAO DO LAGEADO;SC;2015-06-22;3;0;0
BrT Fixa;SANTA BARBARA DE GOIAS;GO;2015-06-22;3;0;0
BrT Fixa;GUAIRACA;PR;2015-06-22;3;3;100
Telefônica;SAO JOAO DO MARINHEIRO;SP;2015-06-22;3;0;0
Telefônica;APARECIDA D'OESTE;SP;2015-06-22;3;0;0
GVT;IMBAU;PR;2015-06-22;2;0;0
OI Fixa;PIUI;MG;2015-06-22;2;0;0
OI Fixa;CNSO LAFAIETE;MG;2015-06-22;2;0;0
OI Fixa;RIVE;ES;2015-06-22;2;0;0
BrT Fixa;PARANHOS;MS;2015-06-22;2;0;0
Telefônica;TIMBURI;SP;2015-06-22;2;0;0
OI Fixa;RIACHUELO;RN;2015-06-22;2;0;0
BrT Fixa;RIBEIRAO CLARO;PR;2015-06-22;2;0;0
BrT Fixa;JAUPACI;GO;2015-06-22;2;0;0
OI Fixa;IPAUMIRIM;CE;2015-06-22;2;0;0
OI Fixa;BURARAMA;ES;2015-06-22;2;0;0
BrT Fixa;MARILUZ;PR;2015-06-22;2;0;0
OI Fixa;AFRANIO;PE;2015-06-22;2;0;0
Telefônica;BRASITANIA;SP;2015-06-22;2;0;0
GVT;DOM JOAQUIM;MG;2015-06-22;2;0;0
OI Fixa;DIVINOLANDIA;SP;2015-06-22;2;0;0
BrT Fixa;SAO VICENTE DO SUL;RS;2015-06-22;2;0;0
OI Fixa;QUATRO BARRAS;PR;2015-06-22;2;0;0
OI Fixa;ITAPEBUSSU;CE;2015-06-22;2;0;0
Nao Encontrado;NOVA SERRANA;MG;2015-06-22;2;0;0
OI Fixa;S LOURENCO;MG;2015-06-22;2;0;0
OI Fixa;LUIS DOMINGUES;MA;2015-06-22;2;0;0
OI Fixa;PAULA CANDIDO;MG;2015-06-22;2;0;0
OI Fixa;URUOCA;CE;2015-06-22;2;0;0
OI Fixa;CAMPO DOS GOYTACAZES;RJ;2015-06-22;2;0;0
OI Fixa;SAO JOSE DO PIAUI;PI;2015-06-22;2;0;0
Telefônica;NOVA CASTILHO;SP;2015-06-22;2;0;0
Vivo Fixo;SETE LAGOAS;MG;2015-06-22;2;0;0
OI Fixa;ABEL FIGUEIREDO;PA;2015-06-22;2;0;0
OI Fixa;FONSECA;MG;2015-06-22;2;0;0
OI Fixa;SAO JOSE DA LAJE;AL;2015-06-22;2;0;0
BrT Fixa;CAIBI;SC;2015-06-22;2;1;50
OI Fixa;BUZIOS;RJ;2015-06-22;2;0;0
OI Fixa;MUCAMBO;CE;2015-06-22;2;0;0
